,time,S,I,R
1414,50.909090909090914,0.9977192170967443,0.0016985408136858595,0.0005822420895697875
1415,50.945094509450946,0.9977072268684842,0.0017074652974831304,0.0005853078340325475
1416,50.98109810981098,0.9976951737750955,0.0017164365352913958,0.0005883896896129082
1417,51.01710171017102,0.9976830574889648,0.001725454770371637,0.0005914877406634257
1418,51.05310531053105,0.9976708776808342,0.0017345202472021934,0.0005946020719635504
1419,51.08910891089109,0.9976586340197952,0.0017436332114834216,0.0005977327687212858
1420,51.125112511251125,0.9976463261732827,0.001752793910142332,0.0006008799165748363
1421,51.161116111611165,0.9976339538070683,0.001762002591337249,0.0006040436015942674
1422,51.1971197119712,0.9976215165852543,0.0017712595044624458,0.0006072239102831533
1423,51.23312331233124,0.9976090141702668,0.0017805649001528074,0.0006104209295802363
1424,51.26912691269127,0.9975964462228504,0.001789919030288463,0.0006136347468610759
1425,51.30513051305131,0.9975838124020607,0.0017993221479994498,0.0006168654499397071
1426,51.34113411341134,0.9975711123652593,0.0018087745076703465,0.0006201131270702896
1427,51.377137713771376,0.9975583457681062,0.0018182763649449338,0.0006233778669487659
1428,51.413141314131416,0.9975455122645546,0.0018278279767308375,0.0006266597587145132
1429,51.44914491449145,0.9975326115068437,0.0018374296012041707,0.0006299588919519956
1430,51.48514851485149,0.9975196431454932,0.0018470814978141959,0.0006332753566924219
1431,51.52115211521152,0.9975066068292965,0.0018567839272879568,0.0006366092434153952
1432,51.55715571557156,0.9974935022053144,0.001866537151634943,0.0006399606430505705
1433,51.593159315931594,0.9974803289188688,0.0018763414341517219,0.0006433296469793052
1434,51.629162916291634,0.997467086613537,0.0018861970394266029,0.0006467163470363161
1435,51.66516651665167,0.9974537749311443,0.0018961042333442697,0.00065012083551133
1436,51.7011701170117,0.9974403935117587,0.0019060632830904423,0.0006535432051507405
1437,51.73717371737174,0.9974269419936841,0.0019160744571565193,0.0006569835491592608
1438,51.77317731773177,0.9974134200134541,0.0019261380253442202,0.0006604419612015755
1439,51.80918091809181,0.9973998272058257,0.0019362542587702475,0.0006639185354039988
1440,51.845184518451845,0.9973861632037728,0.0019464234298709182,0.0006674133663561228
1441,51.881188118811885,0.9973724276384806,0.0019566458124068297,0.0006709265491124776
1442,51.91719171917192,0.9973586201393382,0.00196692168146749,0.0006744581791941786
1443,51.95319531953196,0.9973447403339333,0.001977251313475983,0.0006780083525905867
1444,51.98919891989199,0.9973307878480453,0.0019876349861936006,0.0006815771657609562
1445,52.02520252025203,0.9973167623056393,0.001998072978724507,0.0006851647156360945
1446,52.06120612061206,0.9973026633288595,0.0020085655715203696,0.0006887710996200096
1447,52.097209720972096,0.9972884905380233,0.002019113046385023,0.00069239641559157
1448,52.133213321332136,0.9972742435516146,0.002029715686479111,0.0006960407619061556
1449,52.16921692169217,0.9972599219862779,0.0020403737763247266,0.0006997042373973093
1450,52.20522052205221,0.9972455254568114,0.002051087601810077,0.0007033869413783969
1451,52.24122412241224,0.9972310535761615,0.002061857450194114,0.0007070889736442538
1452,52.27722772277228,0.9972165059554159,0.002072683610111199,0.0007108104344728456
1453,52.313231323132314,0.9972018822037972,0.0020835663715757344,0.000714551424626916
1454,52.349234923492354,0.9971871819284484,0.0020945060261389334,0.0007183120454127133
1455,52.38523852385239,0.9971724047004622,0.0021055028915903024,0.0007220924079475233
1456,52.42124212421242,0.9971575500954073,0.0021165572824891985,0.0007258926221034651
1457,52.45724572457246,0.997142617710558,0.0021276694976354303,0.0007297127918065611
1458,52.49324932493249,0.9971276071411519,0.0021388398373339604,0.0007335530215141018
1459,52.52925292529253,0.9971125179803823,0.0021500686034008794,0.0007374134162167962
1460,52.565256525652565,0.9970973498193897,0.002161356099169343,0.0007412940814409103
1461,52.601260126012605,0.997082102247254,0.002172702629495548,0.0007451951232504183
1462,52.63726372637264,0.9970667748509862,0.0021841085007646725,0.000749116648249141
1463,52.67326732673268,0.9970513672155202,0.0021955740208968472,0.0007530587635828974
1464,52.70927092709271,0.9970358789237053,0.0022070994993530976,0.0007570215769416424
1465,52.74527452745275,0.9970203095562971,0.0022186852471413184,0.0007610051965616191
1466,52.78127812781278,0.9970046586919503,0.002230331576822211,0.0007650097312274967
1467,52.817281728172816,0.9969889259072102,0.002242038802515258,0.0007690352902745205
1468,52.853285328532856,0.9969731107765046,0.002253807239904671,0.0007730819835906557
1469,52.88928892889289,0.9969572128721359,0.002265637206245343,0.0007771499216187279
1470,52.92529252925293,0.9969412317642726,0.0022775290203688207,0.000781239215358576
1471,52.96129612961296,0.9969251670209416,0.0022894830026892426,0.0007853499763691884
1472,52.997299729973,0.9969090182080198,0.002301499475209315,0.0007894823167708555
1473,53.033303330333034,0.9968927848892264,0.0023135787615262485,0.0007936363492473081
1474,53.069306930693074,0.9968764666261144,0.0023257211868377365,0.0007978121870478681
1475,53.10531053105311,0.9968600629780625,0.002337927077947892,0.0008020099439895878
1476,53.14131413141314,0.9968435735022674,0.00235019676327322,0.0008062297344593993
